Date,Alcohol1,Alcohol2,low_score,male,white,recidivism,acc,aged,year,bac1,bac2
25oct2007,124,122,122,0,1,0,1,28,2007,.124,.122
05may2001,126,131,126,1,1,0,1,80,2001,.126,.131
22sep2003,81,75,75,1,1,0,0,32,2003,.081,.075000003
23jul2007,135,133,133,1,1,1,1,25,2007,.13500001,.133
03feb2001,206,207,206,0,0,0,0,37,2001,.206,.207
12feb2006,83,80,80,1,0,0,0,22,2006,.082999997,.079999998
19nov2004,363,377,363,1,1,0,0,35,2004,.36300001,.377
08apr2006,149,141,141,0,1,0,0,44,2006,.149,.141
03jul2003,174,171,171,0,1,0,0,40,2003,.17399999,.171
25aug1999,132,134,132,0,1,0,0,34,1999,.132,.134
16mar1999,151,154,151,1,1,0,0,45,1999,.15099999,.154
23oct1999,99,92,92,1,1,1,0,23,1999,.098999999,.092
19nov2005,145,151,145,1,1,0,0,23,2005,.145,.15099999
16jul1999,128,133,128,1,0,1,0,30,1999,.12800001,.133
05may2002,122,121,121,0,1,0,0,35,2002,.122,.121
15apr2002,93,99,93,1,1,0,0,21,2002,.093000002,.098999999
15sep2007,111,112,111,1,1,1,0,26,2007,.111,.112
21jan2005,99,100,99,1,1,0,1,51,2005,.098999999,.1
13jun2004,279,275,275,1,1,1,0,34,2004,.27900001,.27500001
08jan2005,154,143,143,1,1,0,1,23,2005,.154,.14300001
15may2004,141,129,129,1,1,0,1,23,2004,.141,.12899999
24feb2002,135,127,127,0,1,0,0,25,2002,.13500001,.127
03mar2005,125,131,125,0,1,0,0,56,2005,.125,.131
04dec1999,132,128,128,1,0,0,0,38,1999,.132,.12800001
24nov2002,145,146,145,1,1,0,0,35,2002,.145,.146
04nov2001,103,100,100,1,1,0,0,32,2001,.103,.1
17jan1999,206,220,206,0,0,0,0,36,1999,.206,.22
24feb2006,143,141,141,0,1,0,0,43,2006,.14300001,.141
14jan2006,182,177,177,1,1,0,1,41,2006,.182,.177
28jul2001,143,136,136,1,1,0,0,48,2001,.14300001,.13600001
21apr2007,151,152,151,1,0,0,1,22,2007,.15099999,.152
11mar2000,137,138,137,1,1,0,0,46,2000,.13699999,.138
14aug2000,255,260,255,1,1,0,1,64,2000,.255,.25999999
20sep2002,101,101,101,1,1,0,0,65,2002,.101,.101
30jan1999,89,87,87,1,1,0,0,39,1999,.089000002,.086999997
20jan2005,108,103,103,1,1,0,0,62,2005,.108,.103
23nov2006,65,66,65,1,1,0,0,47,2006,.064999998,.066
14oct2002,197,194,194,1,1,0,1,34,2002,.197,.19400001
06feb2000,0,0,0,1,0,0,0,24,2000,0,0
24sep2002,231,225,225,1,1,0,0,34,2002,.23100001,.22499999
08jun2001,133,129,129,1,1,0,0,38,2001,.133,.12899999
04dec2004,82,84,82,1,1,0,0,35,2004,.082000002,.083999999
08aug1999,223,228,223,1,1,0,0,37,1999,.223,.228
06may2006,254,255,254,1,1,0,1,35,2006,.25400001,.255
10jul2004,148,140,140,1,1,0,0,25,2004,.148,.14
22jan2005,163,150,150,0,1,0,0,40,2005,.163,.15000001
16jul1999,108,115,108,1,1,0,1,51,1999,.108,.115
25feb2005,29,26,26,1,1,0,0,21,2005,.028999999,.026000001
02jun2004,96,90,90,1,1,0,0,21,2004,.096000001,.090000004
15mar2005,80,89,80,1,1,0,0,46,2005,.079999998,.089000002
25apr2006,192,189,189,1,1,0,0,22,2006,.192,.189
30apr2004,84,82,82,0,1,0,0,21,2004,.083999999,.082000002
05jul2000,189,202,189,0,0,0,0,35,2000,.189,.20200001
02nov2003,176,174,174,1,1,0,0,27,2003,.176,.17399999
27oct2006,103,110,103,1,0,0,0,21,2006,.103,.11
09aug2002,88,89,88,1,1,0,0,21,2002,.088,.089000002
31jan2000,185,180,180,1,1,1,0,55,2000,.185,.18000001
20jul2007,191,192,191,1,1,0,1,41,2007,.191,.192
07oct1999,180,178,178,1,1,0,1,24,1999,.18000001,.178
23jul2003,168,168,168,1,0,0,0,43,2003,.168,.168
24jun2007,116,116,116,0,1,0,0,34,2007,.116,.116
12mar2005,153,149,149,1,1,1,0,35,2005,.153,.149
07dec2001,176,177,176,1,1,0,0,53,2001,.176,.177
27sep2001,177,164,164,0,1,0,0,43,2001,.177,.164
05aug2002,117,116,116,1,1,0,0,34,2002,.117,.116
25jul2000,268,257,257,0,1,1,0,39,2000,.26800001,.257
06dec2005,124,124,124,0,1,0,0,47,2005,.124,.124
14nov2004,28,26,26,1,0,0,0,38,2004,.028000001,.026000001
12mar2007,88,95,88,1,1,1,0,24,2007,.088,.094999999
16dec2007,46,45,45,1,1,0,0,32,2007,.046,.045000002
17jun2005,102,93,93,1,1,0,0,36,2005,.102,.093000002
23mar2001,205,211,205,1,0,0,0,52,2001,.205,.211
19jul2003,75,74,74,1,1,0,0,50,2003,.075000003,.074000001
06sep2004,128,138,128,1,1,0,0,23,2004,.12800001,.138
11jun1999,185,190,185,1,1,0,0,57,1999,.185,.19
02oct2005,145,146,145,1,1,0,1,43,2005,.145,.146
27may2005,101,106,101,1,1,0,0,41,2005,.101,.106
29aug2007,113,106,106,1,1,0,0,22,2007,.113,.106
23aug2001,129,125,125,1,1,0,1,37,2001,.12899999,.125
27jan2001,168,167,167,1,1,0,0,45,2001,.168,.167
12apr2001,78,80,78,1,1,1,1,41,2001,.078000002,.079999998
07dec2003,129,132,129,1,1,0,0,29,2003,.12899999,.132
23dec2000,145,158,145,1,1,0,0,23,2000,.145,.15800001
15jul2002,278,291,278,1,1,0,1,53,2002,.278,.29100001
03jun2005,83,85,83,1,1,0,0,42,2005,.082999997,.085000001
13dec2002,79,76,76,1,1,1,1,23,2002,.079000004,.075999998
30oct2002,295,285,285,0,1,0,1,52,2002,.29499999,.285
24mar2001,137,133,133,1,1,0,0,26,2001,.13699999,.133
09jun2002,135,145,135,0,1,0,0,42,2002,.13500001,.145
21jan2003,186,172,172,1,0,0,0,47,2003,.186,.17200001
21oct2003,218,206,206,0,1,0,0,37,2003,.21799999,.206
27may2002,112,110,110,1,1,0,0,43,2002,.112,.11
03jun2006,198,201,198,1,1,0,0,50,2006,.198,.20100001
06dec2007,145,140,140,1,0,0,0,44,2007,.145,.14
08jan2004,82,92,82,1,1,0,0,67,2004,.082000002,.092
09mar2003,127,124,124,1,1,0,0,28,2003,.127,.124
11mar2001,163,152,152,1,1,0,0,25,2001,.163,.152
23may2005,75,75,75,1,1,0,0,61,2005,.075000003,.075000003
01apr2001,95,98,95,1,1,0,0,24,2001,.094999999,.097999997
26oct2006,186,184,184,1,1,0,1,41,2006,.186,.184
19jan2002,101,99,99,1,1,1,1,22,2002,.101,.098999999
23apr2007,115,111,111,1,1,0,0,48,2007,.115,.111
14feb2006,136,137,136,0,1,0,0,56,2006,.13600001,.13699999
15feb2003,103,103,103,0,1,0,0,25,2003,.103,.103
17jun2006,73,70,70,1,1,0,0,57,2006,.072999999,.07
20aug2000,254,244,244,0,1,0,0,40,2000,.25400001,.244
12mar2006,111,113,111,0,1,0,0,25,2006,.111,.113
13jul2002,117,115,115,1,1,0,0,33,2002,.117,.115
22feb1999,226,234,226,1,1,1,0,37,1999,.226,.234
28sep2007,155,157,155,1,1,0,1,57,2007,.155,.15700001
18jun2004,128,122,122,1,1,0,0,22,2004,.12800001,.122
13jan2002,101,101,101,0,1,0,0,35,2002,.101,.101
02dec2001,115,113,113,1,1,0,0,32,2001,.115,.113
24sep1999,139,132,132,1,1,1,0,28,1999,.139,.132
26aug2000,144,141,141,1,1,0,0,23,2000,.14399999,.141
06dec2004,192,188,188,1,1,0,1,29,2004,.192,.18799999
10oct2000,182,183,182,1,1,1,0,23,2000,.182,.183
19jun2004,86,84,84,1,1,0,0,42,2004,.086000003,.083999999
31oct2003,71,68,68,0,0,0,0,35,2003,.071000002,.068000004
24jan1999,157,165,157,1,1,0,0,31,1999,.15700001,.16500001
10apr2004,140,136,136,1,1,0,0,27,2004,.14,.13600001
02nov2006,233,242,233,0,1,0,1,25,2006,.233,.242
05may2001,99,92,92,1,0,1,0,29,2001,.098999999,.092
06jan2006,97,93,93,0,1,0,0,46,2006,.097000003,.093000002
25may2002,97,108,97,1,1,1,1,33,2002,.097000003,.108
22feb2004,220,220,220,1,1,0,0,45,2004,.22,.22
12feb2004,208,212,208,1,1,1,0,39,2004,.208,.212
11feb2005,168,168,168,0,1,0,0,45,2005,.168,.168
18apr2004,164,170,164,1,1,0,0,27,2004,.164,.17
16dec2003,99,98,98,0,1,0,0,42,2003,.098999999,.097999997
21nov1999,151,137,137,0,0,0,0,30,1999,.15099999,.13699999
17apr2005,155,148,148,1,1,1,0,36,2005,.155,.148
12jun1999,97,95,95,1,1,0,1,33,1999,.097000003,.094999999
19jan2003,114,115,114,1,1,0,0,22,2003,.114,.115
28apr2005,245,249,245,1,1,0,0,37,2005,.245,.249
07dec2000,125,126,125,1,1,0,0,32,2000,.125,.126
16nov2005,116,119,116,0,1,0,0,25,2005,.116,.119
14jul2002,123,125,123,1,1,0,0,22,2002,.123,.125
26jun2003,191,188,188,1,1,0,0,31,2003,.191,.18799999
08oct2004,211,216,211,1,1,0,0,50,2004,.211,.21600001
14nov2006,119,115,115,1,1,0,0,25,2006,.119,.115
13nov2005,103,101,101,1,1,0,0,22,2005,.103,.101
24aug2002,68,68,68,1,1,0,0,45,2002,.068000004,.068000004
09jan2007,223,222,222,1,1,0,0,23,2007,.223,.222
24may2000,189,200,189,1,1,0,1,21,2000,.189,.2
31dec2004,89,99,89,1,1,0,0,35,2004,.089000002,.098999999
04dec2004,116,113,113,1,1,0,0,23,2004,.116,.113
24apr2004,173,173,173,0,1,0,0,36,2004,.17299999,.17299999
09jul2000,171,163,163,1,1,0,0,24,2000,.171,.163
29jun2007,78,75,75,1,1,0,0,62,2007,.078000002,.075000003
13oct2001,146,144,144,1,1,0,0,23,2001,.146,.14399999
03apr2005,82,87,82,1,1,0,0,29,2005,.082000002,.086999997
05dec2007,240,245,240,1,1,0,0,62,2007,.23999999,.245
01apr2005,130,129,129,1,1,0,0,51,2005,.13,.12899999
09dec2005,211,221,211,0,1,0,0,29,2005,.211,.221
05oct2006,104,109,104,0,1,0,1,66,2006,.104,.109
23apr2001,193,193,193,1,1,0,0,42,2001,.193,.193
17mar2007,223,214,214,1,1,0,0,23,2007,.223,.214
12apr2001,158,164,158,1,1,1,1,23,2001,.15800001,.164
15mar1999,144,137,137,1,0,0,0,26,1999,.14399999,.13699999
18jun2005,146,148,146,1,1,1,1,27,2005,.146,.148
23feb2004,152,147,147,0,1,1,0,49,2004,.152,.147
09dec2003,233,226,226,0,1,0,0,55,2003,.233,.226
07may2000,99,95,95,1,1,0,0,27,2000,.098999999,.094999999
05jul2004,130,131,130,1,1,0,0,21,2004,.13,.131
20apr2003,133,136,133,1,1,0,0,53,2003,.133,.13600001
28may2006,131,129,129,1,1,0,0,22,2006,.131,.12899999
01may2002,151,148,148,1,1,1,0,27,2002,.15099999,.148
08oct2004,126,126,126,1,0,0,0,37,2004,.126,.126
18feb2000,92,79,79,1,0,0,0,31,2000,.092,.079000004
11jul1999,173,169,169,1,1,0,0,40,1999,.17299999,.169
02apr2007,98,106,98,1,1,0,0,25,2007,.097999997,.106
01oct2000,185,186,185,1,1,0,1,27,2000,.185,.186
26apr2002,108,109,108,1,1,0,0,24,2002,.108,.109
27jul2002,206,208,206,1,1,0,0,28,2002,.206,.208
09sep2007,74,75,74,1,1,1,0,24,2007,.074000001,.075000003
12nov2006,105,106,105,0,1,0,0,24,2006,.105,.106
15jun2002,143,140,140,0,1,0,0,44,2002,.14300001,.14
02apr2005,135,129,129,0,1,0,0,45,2005,.13500001,.12899999
18jan2002,25,22,22,1,1,0,0,28,2002,.025,.022
18nov2003,122,117,117,1,1,0,0,26,2003,.122,.117
04feb2002,102,103,102,1,1,0,0,22,2002,.102,.103
09nov2002,126,137,126,1,1,0,0,39,2002,.126,.13699999
20nov2004,122,115,115,1,1,0,0,22,2004,.122,.115
18aug2005,165,166,165,0,0,0,0,29,2005,.16500001,.16599999
14dec2002,135,129,129,1,1,0,0,59,2002,.13500001,.12899999
02sep2002,102,97,97,1,1,1,0,31,2002,.102,.097000003
18apr2004,101,100,100,1,1,0,0,36,2004,.101,.1
12feb2005,172,174,172,1,1,0,0,47,2005,.17200001,.17399999
07jul2006,100,99,99,1,1,0,0,21,2006,.1,.098999999
15jul2001,53,51,51,1,1,0,0,22,2001,.052999999,.050999999
25aug2003,131,131,131,0,0,0,0,40,2003,.131,.131
16nov2006,228,223,223,1,1,0,0,45,2006,.228,.223
20nov2004,210,199,199,1,1,0,0,46,2004,.20999999,.199
16dec2007,155,154,154,1,1,0,0,43,2007,.155,.154
28jul2002,154,151,151,1,1,0,1,25,2002,.154,.15099999
13aug2000,101,87,87,1,1,0,0,23,2000,.101,.086999997
22jul2002,144,145,144,1,0,0,0,28,2002,.14399999,.145
26jun1999,61,61,61,1,1,1,0,34,1999,.061000001,.061000001
28jul1999,168,164,164,1,1,1,0,26,1999,.168,.164
04feb2005,120,117,117,0,1,0,0,34,2005,.12,.117
14jan2001,206,204,204,1,0,0,1,49,2001,.206,.204
18aug2001,118,118,118,1,1,1,1,42,2001,.118,.118
27aug2000,114,111,111,1,0,0,1,24,2000,.114,.111
09may2000,91,93,91,1,1,0,0,21,2000,.090999998,.093000002
21apr2001,85,93,85,1,1,0,0,44,2001,.085000001,.093000002
31oct1999,121,118,118,1,1,0,0,22,1999,.121,.118
13feb2005,101,91,91,1,1,0,0,56,2005,.101,.090999998
07dec2003,256,243,243,1,1,0,0,28,2003,.25600001,.243
30sep2002,170,174,170,1,1,0,0,45,2002,.17,.17399999
03mar2000,110,116,110,1,1,0,0,28,2000,.11,.116
23sep2000,159,160,159,0,1,0,0,23,2000,.15899999,.16
08apr2001,123,112,112,1,1,0,0,43,2001,.123,.112
22sep1999,137,135,135,1,1,0,0,49,1999,.13699999,.13500001
01apr1999,205,200,200,1,0,0,0,42,1999,.205,.2
20jun2004,200,197,197,1,1,0,1,32,2004,.2,.197
06apr1999,108,109,108,1,1,0,0,56,1999,.108,.109
18jun2006,148,148,148,1,1,0,0,38,2006,.148,.148
29may2004,87,83,83,1,1,0,0,42,2004,.086999997,.082999997
30mar2001,160,159,159,1,1,1,1,24,2001,.16,.15899999
15nov2004,125,125,125,1,1,0,0,27,2004,.125,.125
23oct2004,131,130,130,1,1,0,0,40,2004,.131,.13
07jun2003,133,129,129,1,1,0,0,22,2003,.133,.12899999
03feb2003,142,141,141,1,0,0,0,33,2003,.142,.141
24jul2000,62,67,62,1,1,0,0,22,2000,.061999999,.067000002
13jul2002,197,189,189,1,1,1,0,34,2002,.197,.189
30mar2006,149,140,140,1,1,0,1,25,2006,.149,.14
30jun1999,105,99,99,1,1,0,0,45,1999,.105,.098999999
02sep2005,134,131,131,0,0,0,0,24,2005,.134,.131
24apr2003,143,148,143,1,1,0,0,28,2003,.14300001,.148
25sep2004,81,72,72,1,1,0,0,25,2004,.081,.071999997
03nov2001,142,145,142,0,1,0,1,39,2001,.142,.145
16jun2000,165,164,164,0,1,0,0,42,2000,.16500001,.164
23may2003,17,16,16,1,1,1,0,22,2003,.017000001,.016000001
15may1999,84,83,83,0,1,0,1,41,1999,.083999999,.082999997
03jul2005,167,165,165,1,0,0,0,23,2005,.167,.16500001
17nov2004,131,135,131,1,1,0,0,25,2004,.131,.13500001
29apr2007,66,64,64,1,1,0,0,27,2007,.066,.064000003
20aug2002,222,225,222,1,1,0,1,50,2002,.222,.22499999
25nov2005,151,151,151,1,0,0,0,31,2005,.15099999,.15099999
13aug2000,67,61,61,1,1,0,0,55,2000,.067000002,.061000001
27oct2002,181,167,167,1,0,1,0,26,2002,.18099999,.167
30jun2003,237,235,235,1,1,0,0,29,2003,.237,.235
24jun2006,122,128,122,1,1,0,0,33,2006,.122,.12800001
15jun2002,212,207,207,0,1,0,0,41,2002,.212,.207
22apr2004,188,179,179,1,1,0,0,22,2004,.18799999,.17900001
09dec2007,109,101,101,1,1,1,1,21,2007,.109,.101
23mar1999,80,78,78,1,1,0,0,37,1999,.079999998,.078000002
11oct2004,123,128,123,0,1,0,0,27,2004,.123,.12800001
29sep2007,160,155,155,0,1,0,0,36,2007,.16,.155
23dec2001,83,82,82,1,0,0,0,27,2001,.082999997,.082000002
13jan2002,138,134,134,1,1,0,0,35,2002,.138,.134
05dec2003,114,108,108,0,1,0,0,32,2003,.114,.108
22oct2000,182,173,173,0,1,0,0,37,2000,.182,.17299999
09sep2006,149,148,148,1,1,1,1,22,2006,.149,.148
31mar2000,222,226,222,1,1,0,0,34,2000,.222,.226
13dec2003,99,99,99,1,1,0,0,22,2003,.098999999,.098999999
21mar1999,105,103,103,0,1,0,0,27,1999,.105,.103
07apr2007,124,122,122,1,0,0,0,25,2007,.124,.122
26nov2000,135,140,135,1,1,0,0,49,2000,.13500001,.14
31may2004,181,179,179,1,1,0,0,45,2004,.18099999,.17900001
16dec2001,177,171,171,0,1,1,1,29,2001,.177,.171
01aug2002,96,96,96,1,1,0,1,24,2002,.096000001,.096000001
18mar2006,161,167,161,1,1,0,0,49,2006,.161,.167
08apr2005,198,192,192,1,1,0,0,25,2005,.198,.192
15feb2005,134,136,134,0,1,0,1,28,2005,.134,.13600001
09mar2002,124,123,123,1,1,0,0,26,2002,.124,.123
28oct2000,140,142,140,1,1,1,0,24,2000,.14,.142
29aug2000,181,181,181,1,1,0,0,27,2000,.18099999,.18099999
22nov2000,88,84,84,1,1,0,0,52,2000,.088,.083999999
23aug2006,117,115,115,1,1,0,0,27,2006,.117,.115
27nov2005,132,134,132,1,1,0,0,28,2005,.132,.134
12sep2003,115,120,115,1,1,1,0,64,2003,.115,.12
27nov2002,200,188,188,1,1,0,0,39,2002,.2,.18799999
18sep2005,89,89,89,1,1,0,0,26,2005,.089000002,.089000002
19aug2007,70,71,70,1,1,0,0,25,2007,.07,.071000002
23nov2006,132,130,130,1,0,0,0,31,2006,.132,.13
26may2007,222,216,216,1,0,0,0,42,2007,.222,.21600001
31mar2001,160,163,160,1,1,0,0,31,2001,.16,.163
30jan2004,145,143,143,0,1,0,0,24,2004,.145,.14300001
25sep2000,219,210,210,1,1,0,1,22,2000,.219,.20999999
19may2007,93,93,93,0,1,0,0,35,2007,.093000002,.093000002
18nov2007,123,127,123,1,0,0,0,59,2007,.123,.127
21apr2005,156,161,156,1,1,0,0,51,2005,.156,.161
31aug2007,107,111,107,1,1,0,0,44,2007,.107,.111
16dec2000,237,224,224,1,1,0,0,25,2000,.237,.22400001
06jan2007,112,116,112,1,1,0,1,24,2007,.112,.116
16nov2007,126,126,126,1,0,0,0,59,2007,.126,.126
20jun2007,126,127,126,1,1,0,1,29,2007,.126,.127
05aug2007,156,158,156,1,0,0,0,29,2007,.156,.15800001
23sep2000,135,129,129,1,0,0,0,27,2000,.13500001,.12899999
04mar2001,191,185,185,0,0,0,0,35,2001,.191,.185
16mar2002,179,186,179,1,1,0,0,24,2002,.17900001,.186
13aug2002,251,248,248,1,1,0,1,52,2002,.25099999,.248
15mar2003,113,112,112,1,1,0,0,25,2003,.113,.112
22may1999,268,267,267,1,1,0,0,22,1999,.26800001,.26699999
17dec2005,104,102,102,0,1,0,0,27,2005,.104,.102
05may2000,68,68,68,1,1,1,0,27,2000,.068000004,.068000004
22jul2007,118,124,118,1,1,0,0,28,2007,.118,.124
27jan2002,212,205,205,0,1,0,0,37,2002,.212,.205
04jul1999,160,158,158,1,1,1,0,37,1999,.16,.15800001
11dec2003,173,177,173,1,1,0,1,43,2003,.17299999,.177
09feb2002,183,190,183,1,1,0,1,23,2002,.183,.19
07aug1999,146,145,145,1,1,0,0,45,1999,.146,.145
11sep1999,180,170,170,1,1,0,0,21,1999,.18000001,.17
16feb2003,119,122,119,1,1,0,0,31,2003,.119,.122
22may2003,110,114,110,1,0,0,0,46,2003,.11,.114
28feb2004,124,128,124,1,1,0,0,31,2004,.124,.12800001
23aug2003,125,133,125,0,0,0,0,36,2003,.125,.133
25apr2004,142,140,140,1,1,0,0,22,2004,.142,.14
24oct2006,181,181,181,1,1,0,0,43,2006,.18099999,.18099999
06jan2002,109,99,99,1,1,0,0,37,2002,.109,.098999999
01jan2006,209,199,199,1,1,0,0,55,2006,.20900001,.199
23nov2006,250,251,250,1,1,0,0,38,2006,.25,.25099999
25feb2001,101,100,100,1,1,0,0,53,2001,.101,.1
12oct2002,151,148,148,1,1,0,0,40,2002,.15099999,.148
17nov2006,178,171,171,1,1,0,0,61,2006,.178,.171
29dec2001,144,139,139,0,0,0,0,23,2001,.14399999,.139
05jan2002,138,137,137,1,0,0,0,24,2002,.138,.13699999
31mar2005,163,170,163,1,1,0,0,40,2005,.163,.17
29feb2004,161,169,161,0,1,0,0,27,2004,.161,.169
15jul1999,133,128,128,0,1,0,0,24,1999,.133,.12800001
31aug2007,92,93,92,1,1,0,0,31,2007,.092,.093000002
02oct2000,164,159,159,1,1,0,0,26,2000,.164,.15899999
14dec2000,115,115,115,1,1,0,1,44,2000,.115,.115
30apr2006,150,152,150,0,1,0,0,22,2006,.15000001,.152
25jul2003,93,94,93,1,1,0,0,33,2003,.093000002,.093999997
21dec2004,182,178,178,1,1,0,1,21,2004,.182,.178
29dec2001,136,131,131,1,0,0,0,43,2001,.13600001,.131
07aug2001,175,170,170,0,1,0,1,29,2001,.175,.17
15jan2004,110,111,110,1,0,0,0,37,2004,.11,.111
24may2003,104,106,104,1,1,0,0,22,2003,.104,.106
05may2007,146,152,146,0,1,0,0,48,2007,.146,.152
17aug1999,26,26,26,1,1,0,0,41,1999,.026000001,.026000001
27mar2004,190,188,188,1,1,0,0,46,2004,.19,.18799999
27mar2003,87,87,87,0,1,0,0,36,2003,.086999997,.086999997
10mar2000,96,93,93,1,1,0,0,58,2000,.096000001,.093000002
08dec2005,158,154,154,1,1,0,1,49,2005,.15800001,.154
27jan2004,239,235,235,1,1,0,0,42,2004,.23899999,.235
18may2001,168,166,166,0,1,0,1,26,2001,.168,.16599999
15apr2006,159,162,159,1,0,0,0,43,2006,.15899999,.162
27aug2003,172,162,162,0,1,1,0,24,2003,.17200001,.162
12jun1999,170,173,170,1,1,0,0,48,1999,.17,.17299999
09sep2001,88,91,88,1,1,0,0,22,2001,.088,.090999998
18feb2004,141,141,141,1,1,0,0,59,2004,.141,.141
11apr2007,128,124,124,0,1,0,0,52,2007,.12800001,.124
27nov2007,187,186,186,1,1,0,1,46,2007,.18700001,.186
24dec2005,147,146,146,0,1,1,1,22,2005,.147,.146
22aug2006,128,128,128,1,0,1,0,41,2006,.12800001,.12800001
28jul2005,77,78,77,1,1,0,0,56,2005,.077,.078000002
16may1999,143,146,143,1,1,0,0,39,1999,.14300001,.146
12may2001,210,201,201,0,1,1,1,23,2001,.20999999,.20100001
02jan2002,110,109,109,1,1,0,0,44,2002,.11,.109
14nov2004,150,140,140,1,1,0,0,36,2004,.15000001,.14
04aug2006,131,134,131,1,1,0,0,23,2006,.131,.134
30jun2001,160,149,149,0,1,0,0,50,2001,.16,.149
01aug2001,87,89,87,1,1,0,0,31,2001,.086999997,.089000002
02nov2007,130,125,125,1,1,1,0,35,2007,.13,.125
25feb2006,111,115,111,1,0,0,0,58,2006,.111,.115
23oct2003,109,104,104,1,0,0,0,23,2003,.109,.104
02apr2004,104,100,100,0,1,0,0,21,2004,.104,.1
17dec2004,107,105,105,1,1,0,0,22,2004,.107,.105
20may2006,101,99,99,1,0,0,0,28,2006,.101,.098999999
24oct1999,114,116,114,0,1,0,0,30,1999,.114,.116
25nov2001,278,277,277,0,1,0,1,49,2001,.278,.27700001
05apr2006,79,80,79,0,1,1,0,31,2006,.079000004,.079999998
02sep2005,105,98,98,1,1,0,0,25,2005,.105,.097999997
04oct2003,70,69,69,1,1,0,0,27,2003,.07,.068999998
27aug2000,159,155,155,1,1,0,0,41,2000,.15899999,.155
05feb1999,148,141,141,0,1,0,0,51,1999,.148,.141
24oct1999,142,140,140,1,1,0,0,23,1999,.142,.14
08aug1999,114,113,113,1,1,0,0,65,1999,.114,.113
17dec2003,107,106,106,1,1,0,0,25,2003,.107,.106
10nov2006,75,76,75,1,1,0,0,21,2006,.075000003,.075999998
28feb1999,279,271,271,1,1,0,1,23,1999,.27900001,.271
18jun2005,190,192,190,1,1,0,0,40,2005,.19,.192
03mar2006,99,97,97,1,1,0,0,26,2006,.098999999,.097000003
29aug2006,162,161,161,1,1,1,0,27,2006,.162,.161
19jul2003,110,100,100,1,1,0,0,68,2003,.11,.1
11jul2005,94,94,94,0,1,0,0,56,2005,.093999997,.093999997
23jan2005,115,110,110,1,1,0,0,30,2005,.115,.11
19jan2006,164,166,164,1,1,0,0,23,2006,.164,.16599999
04jan1999,221,216,216,0,1,0,0,30,1999,.221,.21600001
10jun1999,193,184,184,0,1,1,0,35,1999,.193,.184
12aug2000,127,115,115,1,1,0,0,53,2000,.127,.115
06mar1999,128,128,128,1,1,0,0,27,1999,.12800001,.12800001
28jul2003,127,114,114,1,1,1,1,25,2003,.127,.114
05aug2000,161,163,161,1,0,0,0,32,2000,.161,.163
24may2002,176,176,176,1,1,0,0,32,2002,.176,.176
12jun2004,128,128,128,1,1,0,0,34,2004,.12800001,.12800001
02jun2006,213,217,213,0,1,0,0,21,2006,.213,.21699999
27apr2000,105,110,105,0,1,0,0,55,2000,.105,.11
06dec2005,202,195,195,1,1,0,1,58,2005,.20200001,.19499999
08jun2003,129,125,125,1,1,0,0,24,2003,.12899999,.125
12jul2001,154,150,150,0,1,0,0,49,2001,.154,.15000001
06jan2007,120,127,120,1,0,0,0,22,2007,.12,.127
10may2002,109,100,100,1,1,1,0,22,2002,.109,.1
10oct2004,138,134,134,1,1,0,0,43,2004,.138,.134
23mar2003,102,98,98,1,1,0,0,22,2003,.102,.097999997
21feb2005,84,82,82,1,1,0,0,31,2005,.083999999,.082000002
04sep2001,4,4,4,1,1,0,0,36,2001,.0040000002,.0040000002
05sep2004,62,64,62,1,1,0,1,38,2004,.061999999,.064000003
18mar2002,236,241,236,0,1,0,0,21,2002,.236,.241
23sep2004,113,115,113,1,1,0,0,34,2004,.113,.115
09feb2002,175,162,162,1,1,0,0,32,2002,.175,.162
07apr2005,140,149,140,0,1,0,0,34,2005,.14,.149
17feb2001,96,95,95,1,1,0,0,22,2001,.096000001,.094999999
20nov2001,132,135,132,1,1,0,0,26,2001,.132,.13500001
13mar2003,21,20,20,0,0,0,0,32,2003,.021,.02
12feb2005,157,151,151,1,1,0,0,48,2005,.15700001,.15099999
16jan2002,105,102,102,0,1,0,0,25,2002,.105,.102
17sep2003,130,126,126,0,1,0,0,25,2003,.13,.126
12sep2005,105,102,102,0,1,0,0,33,2005,.105,.102
09mar2001,106,106,106,1,1,0,0,29,2001,.106,.106
14feb2003,99,99,99,1,1,0,0,49,2003,.098999999,.098999999
04aug1999,168,169,168,1,1,0,0,24,1999,.168,.169
27sep2002,244,252,244,0,1,1,0,37,2002,.244,.252
20feb2003,162,172,162,1,1,0,1,40,2003,.162,.17200001
28aug2003,237,230,230,0,1,0,0,35,2003,.237,.23
21dec2007,187,184,184,0,0,0,0,37,2007,.18700001,.184
06dec2007,152,149,149,1,1,0,1,46,2007,.152,.149
16oct2005,80,82,80,1,1,0,0,25,2005,.079999998,.082000002
09jul2000,101,99,99,1,1,0,0,25,2000,.101,.098999999
22aug2006,144,143,143,1,0,1,0,30,2006,.14399999,.14300001
16dec2007,155,153,153,1,1,0,0,52,2007,.155,.153
07jun1999,163,163,163,1,1,0,0,28,1999,.163,.163
26jan2005,101,102,101,1,1,0,1,21,2005,.101,.102
12dec2004,156,151,151,1,1,0,0,45,2004,.156,.15099999
09jul2007,260,261,260,1,0,0,0,46,2007,.25999999,.26100001
22may2002,156,165,156,0,0,0,0,24,2002,.156,.16500001
